,Customer Care Address,Manufacturer,discount,image,productname,selling_price,stylist_notes,sub_category,Colour,Design,Design Length,Design Width,Gross Weight,Material,Sales Package,Surface Finish,Theme,Width,Length,Age Group,Alarm Clock,Case Color,Case Material,Case Shape,Dial Color,Disclamer,Gender,Glass Material,Strap Color,Strap Material,Warranty,Warranty Instructions,Warranty Time,Earring Length,Earring Width,Gemstone Colour,Necklace Length,Chain Length,Pendant Length,Pendant Width,Necklace Width,Size,Stone Weight,Gold Weight,Stone-Weight,Diamond Weight,Hath Phool Bracelet Length,Hath Phool Design Length,Hath Phool Design Width,Hath Phool Length,Hath Phool Ring Design Length,Hath Phool Ring Design Width,Long Necklace Design Length,Long Necklace Design Width,Long Necklace Length,Long Necklace Pendant Length,Long Necklace Pendant Width,Maang Tika Design Length,Small Necklace Design Length,Small Necklace Diameter,Small Necklace Length,Small Necklace Pendant Length,Small Necklace Pendant Width,Small Necklace Width,Maang Tika Chain Length,Maang Tika Side Chain Length,Small Necklace Design Width,Diameter
20,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/1005217/large/red-n-cream-hair-scrunchie-jpbom20940-20210127-27786-13j9n4j.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Red-n-Cream Hair Scrunchie ,149.0,Red-n-Cream Hair Scrunchie ,Hair Accessories,Red,Geometric,,,2.0 gms,Plastic,1 Hair Band,Plain,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/1005213/large/cute-bow-hair-band-3-jpbom20938-20210127-27786-13m4gu6.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Cute Bow Hair Band ,149.0,Cute Bow Hair Band ,Hair Accessories,Blue,Geometric,,,2.0 gms,Fabric,1 Hair Band,Plain,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/1005188/large/black-elastic-scrunchie-with-light-pink-flowers-and-pearls-jpbom20919-20210127-18937-1wht89v.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Black Elastic Scrunchie with Light Pink Flowers and Pearls ,149.0,Black Elastic Scrunchie with Light Pink Flowers and Pearls ,Hair Accessories,Pink,Geometric,,,4.15 gms,Fabric,1 Hair Band,Embellished,Classic,5.08 cm (2.0 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/1005196/large/white-n-blue-polka-dot-hair-bands-jpbom20912-20210127-27786-zcqxd0.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",White-n-Blue Polka Dot Hair Bands ,149.0,White-n-Blue Polka Dot Hair Bands ,Hair Accessories,White,Geometric,,,5.73 gms,Fabric,2 Hair Bands,Embellished,Classic,3.81 cm (1.5 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/1005180/large/black-n-white-polka-dot-hair-bands-jpbom20911-20210127-18937-pq1e9h.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Black-n-white Polka Dot Hair Bands ,149.0,Black-n-white Polka Dot Hair Bands ,Hair Accessories,White,Geometric,,,5.73 gms,Fabric,2 Hair Bands,Embellished,Classic,3.81 cm (1.5 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/1005193/large/butterfly-hair-bands-5-jpbom20910-20210127-27786-klvb3a.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Butterfly Hair Bands,149.0,Butterfly Hair Bands,Hair Accessories,Green,Geometric,,,7.75 gms,Fabric,2 Hair Bands,Embellished,Classic,3.81 cm (1.5 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/1005182/large/butterfly-hair-bands-3-jpbom20907-20210127-18937-1aynepw.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Butterfly Hair Bands,149.0,Butterfly Hair Bands,Hair Accessories,White,Geometric,,,7.75 gms,Fabric,2 Hair Bands,Embellished,Classic,3.81 cm (1.5 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/1004719/large/blue-soft-hair-tie-hair-accessory-jhbom20309-20201231-22968-19a0qlm.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Blue Soft Hair Tie Hair Accessory,149.0,A soft yet durable elastic hair accessory. The hair tie is blue in colour and can be used for a variety of styles. The scrunchie is durable and comfortable.,Hair Accessories,Blue,Geometric,,,7.0 gms,Elastic,1 Hair Band,Plain,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/1004187/large/hair-accessories-not-to-be-sold-individually-2-mnjai64909-ms-20201209-30643-4dbdgw.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Hair Accessories - not to be sold individually,149.0,Hair Accessories Products - not to be sold individually,Hair Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/1004181/large/hair-accessories-not-to-be-sold-individually-1-mnjai64908-ms-20201209-10674-184yadn.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Hair Accessories - not to be sold individually,149.0,Hair Accessories products - not to be sold individually,Hair Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/704669/large/floral-hair-pins-for-women-jpbom20663-20180627-11599-18phj1u.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Floral  Hair Pins for Women ,149.0,Floral  Hair Pins for Women ,Hair Accessories,Gold,Geometric,,,5.36 gms,Alloy,2 Hair Clips,Embellished,Classic,2.54 cm (1.0 inches),5.33 cm (2.1 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",250.0,"['https://images.voylla.com/i/704667/large/pearl-love-hair-pins-jpbom20661-20180627-11599-7rfqvj.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Pearl Love Hair Pins ,149.0,Pearl Love Hair Pins ,Hair Accessories,Black,Geometric,,,6.15 gms,Alloy,2 Hair Clips,Plain,Classic,8.9 mm (0.35 inches),5.97 cm (2.35 inches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",730.0,"['https://images.voylla.com/i/611527/large/combo-pack-of-brooches-mnjai63429-20180109-32136-1rpotj.jpg', 'https://images.voylla.com/i/611528/large/combo-pack-of-brooches-mnjai63429-20180109-32136-1b3uukf.jpg', 'https://images.voylla.com/i/611529/large/combo-pack-of-brooches-mnjai63429-20180109-32136-1ie4b86.jpg', 'https://images.voylla.com/i/611530/large/combo-pack-of-brooches-mnjai63429-20180109-32136-199lox3.jpg', 'https://images.voylla.com/i/611531/large/combo-pack-of-brooches-mnjai63429-20180109-32136-dth2vb.jpg', 'https://images.voylla.com/i/611532/large/combo-pack-of-brooches-mnjai63429-20180109-32136-gprbhw.jpg', 'https://images.voylla.com/i/611533/large/combo-pack-of-brooches-mnjai63429-20180109-32136-bwdgd6.jpg', 'https://images.voylla.com/i/611534/large/combo-pack-of-brooches-mnjai63429-20180109-32136-1dt0w1r.jpg', 'https://images.voylla.com/i/611535/large/combo-pack-of-brooches-mnjai63429-20180109-32136-950b41.jpg', 'https://images.voylla.com/i/611536/large/combo-pack-of-brooches-mnjai63429-20180109-32136-jph6tp.jpg', 'https://images.voylla.com/i/611537/large/combo-pack-of-brooches-mnjai63429-20180109-32136-165bcdp.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Combo Pack of Brooches,519.0,,Brooch,Gold,Geometric,,,,3% Silver Alloy,4 Brooch; ,Enamel,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",730.0,"['https://images.voylla.com/i/967540/large/designer-pair-of-brooch-vmjai22466-ms-20200130-24340-1veiq34.jpg', 'https://images.voylla.com/i/967541/large/designer-pair-of-brooch-vmjai22466-20200130-24340-1cyn77u.jpg', 'https://images.voylla.com/i/967542/large/designer-pair-of-brooch-vmjai22466-20200130-24340-1e59xvd.jpg', 'https://images.voylla.com/i/967543/large/designer-pair-of-brooch-vmjai22466-20200130-24340-b9y8cp.jpg', 'https://images.voylla.com/i/967544/large/designer-pair-of-brooch-vmjai22466-20200130-24340-1f71b90.jpg', 'https://images.voylla.com/i/967545/large/designer-pair-of-brooch-vmjai22466-20200130-24340-k6mqmp.jpg', 'https://images.voylla.com/i/967546/large/designer-pair-of-brooch-vmjai22466-20200130-24340-1cnexgo.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg']",Designer Pair Of Brooch,519.0,"Make your look funky with this stylish pair of brooch, which is the perfect example of fashionable simplicity. Match them with a dress and a pair of heels for a classy appeal.
This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Brooch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",730.0,"['https://images.voylla.com/i/966974/large/pair-of-brooches-in-unique-design-vmjai22481-ms-20200129-28043-16ex4zs.jpg', 'https://images.voylla.com/i/966975/large/pair-of-brooches-in-unique-design-vmjai22481-20200129-28043-1gm3gnc.jpg', 'https://images.voylla.com/i/966976/large/pair-of-brooches-in-unique-design-vmjai22481-20200129-28043-16zc5ie.jpg', 'https://images.voylla.com/i/966977/large/pair-of-brooches-in-unique-design-vmjai22481-20200129-28043-lqxdag.jpg', 'https://images.voylla.com/i/966978/large/pair-of-brooches-in-unique-design-vmjai22481-20200129-28043-3174rs.jpg', 'https://images.voylla.com/i/966979/large/pair-of-brooches-in-unique-design-vmjai22481-20200129-28043-gtdimm.jpg', 'https://images.voylla.com/i/966980/large/pair-of-brooches-in-unique-design-vmjai22481-20200129-28043-148b0q7.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Pair Of Brooches In Unique Design,519.0,"Step out looking gorgeous with this unique pair of brooch from the Voylla fashion house. A gold plated pair has an attractive enameling, scribbled with ""Anti-You"" in an excellent finish. 
This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Brooch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",730.0,"['https://images.voylla.com/i/966981/large/stilettos-design-brooch-pair-vmjai22467-ms-20200129-28043-jmzy8h.jpg', 'https://images.voylla.com/i/966982/large/stilettos-design-brooch-pair-vmjai22467-20200129-28043-1hlop1g.jpg', 'https://images.voylla.com/i/966983/large/stilettos-design-brooch-pair-vmjai22467-20200129-28043-39ogj8.jpg', 'https://images.voylla.com/i/966984/large/stilettos-design-brooch-pair-vmjai22467-20200129-28043-1kd1gxz.jpg', 'https://images.voylla.com/i/966985/large/stilettos-design-brooch-pair-vmjai22467-20200129-28043-1t03nhi.jpg', 'https://images.voylla.com/i/966986/large/stilettos-design-brooch-pair-vmjai22467-20200129-28043-1wj2y54.jpg', 'https://images.voylla.com/i/966987/large/stilettos-design-brooch-pair-vmjai22467-20200129-28043-ant1lz.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Stilettos Design Brooch Pair ,519.0,"Enhance the appeal of any solid attire with this pair of colorful brooches from Voylla. Excellently crafted, this pair features stilettos design with colorful enamel work. Team this pair with your party outfits for a gorgeous look. 
This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Brooch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"Voylla Fashions Pvt Ltd J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com","Voylla Fashions Pvt Ltd, Address: J 449-450., RIICO Industrial Area Sitapura Near Chatrala Circle Jaipur, Rajasthan-302022; Phone: +91 76761 11022; Email: help@voylla.com",730.0,"['https://images.voylla.com/i/554389/large/winged-wonder-brooch-blue-blccu21601-ms-20170919-3007-ziznrm.jpg', 'https://images.voylla.com/i/554390/large/winged-wonder-brooch-blue-blccu21601-20170919-3007-1kwe239.jpg', 'https://images.voylla.com/i/554391/large/winged-wonder-brooch-blue-blccu21601-20170919-3007-1vzkt2k.jpg', 'https://images.voylla.com/i/554392/large/winged-wonder-brooch-blue-blccu21601-20170919-3007-34i3y1.jpg', 'https://images.voylla.com/voylla_iso_cert_13_08_19.jpg', 'https://images.voylla.com/voylla_store_map_13_08_19.jpg']",Princess of Wales Winged Wonder Brooch Blue,519.0,"Let your imagination take flight with this statement brooch from the Princess of Wales collection. Saree, dupatta or just a classic dress - this jewel will make you look like a true Queen. 

This piece of jewelry comes with the Voylla assurance of quality and durability.

Caring for your fashion jewelry: We, at Voylla, take care of every piece of jewelry so that you don't spend hours caring for them. But do remember, fashion jewelry lasts longer when kept dry and free of chemicals. Follow this simple rule: Your jewelry should be the last thing you put on and the first thing you take off.",Brooch,Gold,Geometric,,,,Brass,1 Brooch,Embellished,Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
